CVEGEO,p60,ab_sh,cplus_sh,c_sh,cminus_sh,dplus_sh,d_sh,e_sh,centroid_lat,centroid_lon,demanda,dem_ab,dem_cplus,dem_c,dem_cminus,dem_dplus,dem_d,dem_e,seg_premium,seg_financia,seg_contado,seg_publico,cap_credito,ing_prom,prioridad_A,pct_publico,pct_privado,dem_publico,dem_privado_directo,oferta_2km,desatencion
0200400011628,672.0,0.5244667503136763,0.2572145545796738,0.13801756587202,0.0514429109159347,0.0213299874529485,0.0075282308657465,0.0,32.502984338953496,-116.99544168243536,40.32,21.14649937264743,10.370890840652448,5.5648682559598495,2.0741781681304894,0.8600250941028859,0.3035382685069008,0.0,21.14649937264743,15.935759096612298,1.1635633626097868,2.0741781681304894,32.289836888331244,41560.4165621079,5.145630619213519,84.0,16.0,34.0,6.0,5,6.72
0200400016370,571.0,0.3247156153050672,0.3309203722854188,0.1809720785935884,0.0951396070320579,0.0423991726990692,0.0258531540847983,0.0,32.49142514590782,-116.99207110321905,34.26,11.124756980351602,11.337331954498447,6.200103412616339,3.259482936918304,1.4525956566701137,0.8857290589451913,0.0,11.124756980351602,17.53743536711479,2.338324715615305,3.259482936918304,29.31334022750775,37780.79214064116,5.1408080963416305,82.0,18.0,28.0,6.0,3,8.565
0200400011632,594.0,0.2384937238493724,0.3221757322175732,0.1903765690376569,0.1485355648535564,0.0690376569037656,0.0313807531380753,0.0,32.50450440733925,-116.9879869220781,35.64,8.499916317991632,11.48234309623431,6.785020920502092,5.293807531380753,2.460502092050209,1.118410041841004,0.0,8.499916317991632,18.2673640167364,3.5789121338912135,5.293807531380753,26.910041841004183,35338.92887029288,4.915755300152308,80.0,20.0,29.0,7.0,4,7.128
0200400013889,589.0,0.2327707454289732,0.2932489451476793,0.2334739803094233,0.1272855133614627,0.070323488045007,0.0372714486638537,0.0056258790436005,32.52465919103935,-116.95387702062894,35.339999999999996,8.226118143459916,10.363417721518989,8.25097046413502,4.498270042194092,2.485232067510548,1.3171729957805909,0.1988185654008439,8.226118143459916,18.614388185654008,3.802405063291139,4.697088607594936,26.293952180028132,34912.20815752462,4.894458328140671,80.0,20.0,28.0,7.0,6,5.048571428571428
0200400017218,477.0,0.2599549211119459,0.3546205860255447,0.208114199849737,0.1134485349361382,0.0458302028549962,0.0180315552216378,0.0,32.50067151374738,-117.02851031802538,28.619999999999997,7.439909842223892,10.149241172051088,5.956228399699474,3.246897069872277,1.3116604057099923,0.5160631104432757,0.0,7.439909842223892,16.10546957175056,1.827723516153268,3.246897069872277,28.435762584522916,36643.95041322314,4.579713090545569,82.0,18.0,23.0,5.0,1,14.309999999999999
0200400013304,756.0,0.1560538116591928,0.2080717488789237,0.2403587443946188,0.1847533632286995,0.1121076233183856,0.085201793721973,0.0134529147982062,32.52488334373721,-116.97195003023585,45.36,7.078600896860986,9.438134529147982,10.902672645739909,8.380412556053813,5.085201793721973,3.864753363228699,0.6102242152466367,7.078600896860986,20.340807174887892,8.949955156950672,8.99063677130045,22.109417040358743,31250.190134529155,4.497233887671177,77.0,23.0,35.0,10.0,3,11.34
0200400011702,651.0,0.141515761234071,0.238095238095238,0.2649228705566733,0.1884641180415828,0.0892018779342723,0.0690811535881958,0.0087189805499664,32.485002357282845,-116.9573270294696,39.059999999999995,5.527605633802816,9.3,10.34788732394366,7.361408450704226,3.484225352112676,2.6983098591549295,0.3405633802816901,5.527605633802816,19.647887323943657,6.182535211267606,7.701971830985916,22.698189134808857,31611.285043594908,4.4597146257828655,78.0,22.0,30.0,9.0,8,4.34
0200400011613,593.0,0.2494714587737843,0.2494714587737843,0.2177589852008456,0.1490486257928118,0.0866807610993657,0.0433403805496828,0.0042283298097251,32.50636055672264,-117.1179928584959,35.58,8.876194503171247,8.876194503171247,7.747864693446089,5.303150105708245,3.084101479915433,1.5420507399577166,0.1504439746300211,8.876194503171247,16.624059196617335,4.62615221987315,5.4535940803382665,25.484143763213527,34460.85835095138,4.236499144947682,80.0,20.0,28.0,7.0,2,11.86
0200400013732,772.0,0.0885286783042394,0.1845386533665835,0.2643391521197007,0.2263092269326683,0.1159600997506234,0.1072319201995012,0.0130922693266832,32.474269253657006,-117.0244234233397,46.32,4.100648379052369,8.54783042394015,12.244189526184538,10.482643391521195,5.371271820448877,4.966982543640897,0.6064339152119701,4.100648379052369,20.79201995012469,10.338254364089774,11.089077306733165,19.91084788029925,29149.00249376558,4.139867463510799,76.0,24.0,35.0,11.0,1,23.16
0200400013450,561.0,0.2176403207331042,0.2542955326460481,0.2382588774341351,0.145475372279496,0.0664375715922107,0.0710194730813287,0.0068728522336769,32.49637298320003,-116.9839884608523,33.66,7.325773195876288,8.559587628865978,8.019793814432989,4.896701030927836,2.2362886597938143,2.390515463917526,0.231340206185567,7.325773195876288,16.579381443298967,4.62680412371134,5.128041237113402,24.91752577319588,33808.052691867124,4.131171644170475,79.0,21.0,27.0,7.0,10,3.0599999999999996
